,site_id,pv_id,lat,lon,1,2,3,4,5,6,7,8,9,10,11,12
0,1021000.0,1681.0,45.1580505,-67.4016571,0.03131672222514484,0.039678641033303125,-0.03543935451094838,-0.12347499875090974,,0.08272930023655707,,,0.005188764277965528,0.1796400389548976,0.019762897571897045,-0.22995117399207646
1,1053500.0,1178.0,44.7865982,-71.1249008,-0.17440781732890634,-0.01953598425454555,-0.19626816535165287,-0.1492427550209573,0.0031626291265055765,-0.13124832732466477,0.029919779563560484,-0.31477741620169675,-0.046069264963271,-0.3672842345493172,0.11040248538943281,0.06929613589036596
2,1054000.0,726.0,44.4569473,-71.1860657,-0.019453267987668967,-0.15718044606250478,0.15426640453347412,-0.2431465165435463,0.17078999410652723,-0.15882068049789433,0.10077897656585638,-0.1528922501650461,-0.16966807458649197,0.037534568151876405,-0.24583331436539843,0.20780464100035942
4,1081000.0,1864.0,43.5345001,-71.4681015,,,,,,0.044225045110052846,,,-0.06145099784838724,0.17336703311256016,0.08036243209917998,
6,1091500.0,1180.0,43.0185013,-71.5979004,0.02123469920924599,-0.09365358356103662,-0.08229613063058593,-0.028426037455064328,-0.20568971145252057,-0.2423587702791425,0.054515596422209475,,,-0.18435670195007997,0.11830504114337415,-0.050165220891505234
7,1094000.0,1982.0,42.7496986,-71.8367004,0.03167021197290932,-0.02440707534936625,0.2723905184047544,0.1204530228900094,-0.08455504282773835,0.34210309994300186,-0.06343331294680823,-0.19317953623171077,-0.09426206391317946,-0.06055916809193201,-0.1110824913816296,-0.11091408048833228
8,1096500.0,1562.0,42.6651993,-71.5757751,0.25060828680998176,0.09627147524289446,-0.12891114792904157,-0.21908537545261458,-0.13538604952768593,0.009219327231534609,-0.03327253361550808,-0.03591473920806563,,-0.17619682963242173,-0.15380267555809418,0.33457268919004707
9,1100000.0,1720.0,42.6481018,-71.3087006,0.12422195549222227,-0.07683574382253705,-0.07499741222331664,-0.07235561369832513,-0.1726017286452719,0.23327690458191358,-0.1561037256694688,-0.15460673061730934,,-0.3458606289071471,-0.1496898607767293,0.034020706895354524
10,1105876.0,1863.0,41.9171982,-70.6269989,-0.19986555737244627,,0.15966076566883844,0.24989536816827781,0.13478132189170172,0.28209320322479825,0.03701707403515306,0.07078057509140151,-0.12640567277736434,0.07550055426373395,-0.22976936516717733,0.14328238170036195
12,1125100.0,1832.0,42.0633011,-71.8806992,0.11354875387410017,0.0737367023988805,0.1047368165635536,-0.07638356427031016,-0.002731312116324998,0.17208938869038576,0.03938104431067762,,,,-0.06142486301132438,0.08170519616181267
16,1152500.0,1355.0,43.3744011,-72.3468018,-0.09157521577987215,0.03777447767417058,-0.006680629801097239,-0.15241082810265658,-0.3245235533700702,-0.10494017577337164,-0.08101608288432821,0.08254895577070642,-0.15105467182228638,-0.2312455697698404,,0.25757955828565504
17,1162000.0,1992.0,42.6791,-72.0477982,0.009109274720044615,,0.036128146313125324,-0.20419291701326592,-0.24220704051753694,0.10141080424754814,-0.0012391379729704659,-0.03256821425305363,,-0.14617436385090593,0.27268650649865495,0.25803496493089095
18,1166500.0,1844.0,42.5894012,-72.3100967,-0.07979745921286052,0.03400330365574872,-0.25742409865536514,-0.039008799975557916,0.05635310788056609,,,,0.05312900116166004,0.12044683230263181,-0.01207085672508676,-0.21394422475487268
20,1172010.0,534.0,42.2136078,-72.6023331,-0.10010810190570309,0.029725030641078422,-0.2724391082616369,-0.09689201424027377,0.2864994751880044,-0.17212031202031602,,0.32551856582029587,-0.0685780051585694,-0.1138670305603287,0.10135841244156571,-0.309282848450271
