,site_id,p
3,3020000,0.02059294814300646
4,3592000,-0.033820391445253506
7,6670500,0.08847723258215451
8,1184000,-0.03837056634077445
10,3400800,-0.06631574625120956
11,1342602,-0.1308743718236679
12,9419800,-0.7200028541892926
14,3282060,-0.06430430810992319
15,1091500,-0.11730425438657721
16,3282290,-0.04665226890148046
18,1315000,-0.0726083490846487
19,4108660,-0.07234009137943934
20,3284500,-0.04772542494979101
21,3284230,-0.03600409740901621
25,3321500,0.0017171587147575273
26,3287250,-0.05670400964542831
27,4235600,0.09549024917301448
29,2469761,-0.008743078021974523
31,10344500,0.1183019479472918
32,2243960,0.024150448854199504
35,5018000,0.2566771958650629
36,1123600,0.041428671011699135
40,2467000,-0.07092153122429908
42,3287000,-0.06182573848017993
43,3282120,-0.03721847807566103
44,1354500,0.056776648042263594
45,3090500,0.11211170574582173
46,3150000,-0.04874300372317804
48,5454500,0.15368420746847783
52,14155500,-0.07349582865786496
53,1328770,-0.1523465787381663
55,7263012,0.024530035574861185
57,3086000,-0.08099003224051185
58,8401500,0.12720995320129902
59,8403500,0.08776382731609228
60,2105500,0.06697516047381051
63,14170000,-0.17375425423002527
64,14162200,-0.055603303854058185
65,6017000,-0.21360583072782507
66,2304500,0.007526337702826628
67,9429000,0.276270481571097
68,6875900,-0.010303848435607227
69,3049500,-0.04790050433122213
70,1541200,-0.01958645681728312
71,1166500,-0.08763213941093408
73,4247000,0.007967593613836161
75,3249500,
76,1188090,0.01481748450733607
77,2105769,0.07619050367547056
79,9426000,-0.08258084585337021
80,5463050,0.04796628989491249
83,3320000,-0.019327046808440936
84,1347000,-0.12800053070607764
85,3039000,0.07838198882452449
86,2341460,-0.06954614796240358
88,5464730,0.060483621338087004
90,1153000,-0.051258020841455657
103,3111500,-0.07053290597554573
105,3056000,-0.05363177918282041
106,5430500,-0.13255268419637778
107,1113895,-0.03783591176497174
108,5378500,0.13334141786429957
