,site_id,lat,lon,c_stab,pv_id,1,2,3,4,5,6,7,8,9,10,11,12
3,3020000,41.4750376,-79.44546419,,PA00110,-24.852441787719727,-0.33659470081329346,0.2739920914173126,0.3369142413139343,0.4470895230770111,0.6585495471954346,0.17495335638523102,0.0,0.0,0.04218800738453865,0.15877217054367065,-0.20365412533283234
4,3592000,34.39866661,-87.98793911,,AL05903,-0.0814899131655693,0.6470140814781189,0.549749493598938,0.6403485536575317,0.2211681753396988,0.1064675822854042,0.0,0.0,0.0,0.0,0.21953760087490082,0.29787763953208923
7,6670500,42.17066253,-104.6973797,,WY01496,0.0,0.0,0.0,0.3571905493736267,0.6475124955177307,0.7328569293022156,0.6427563428878784,0.19871406257152557,0.0,0.032824739813804626,0.5322130918502808,0.20618993043899536
8,1184000,41.988617,-72.60346926,,CT00583,0.1395764797925949,0.12568189203739166,0.6159842610359192,0.4435645043849945,0.21269521117210388,0.06325535476207733,0.0,0.007822157815098763,-0.00019642658298835158,0.41906869411468506,0.3143693804740906,0.3559094965457916
10,3400800,36.75166341,-83.25657005,,KY03061,0.3063370883464813,0.2819988429546356,0.7627173662185669,0.4292776882648468,0.0,0.0,0.2625948190689087,0.0,0.0,0.014019228518009186,0.09324971586465836,0.5711649060249329
11,1342602,43.106390000000005,-75.20834,,NY00953,0.14011865854263306,0.1779424548149109,-0.18916930258274078,0.24969683587551117,0.11657587438821793,0.016619060188531876,0.0,0.007616332266479731,0.10143887251615524,0.04095012694597244,0.4669227600097656,-0.4512031376361847
12,9419800,36.12065721,-114.9102765,,NV10153,0.359690397977829,0.4241553246974945,0.27002206444740295,0.19699743390083313,0.2633013129234314,0.30159637331962585,0.5219295024871826,0.567160964012146,0.5750949382781982,0.44533416628837585,0.41510823369026184,0.4671763777732849
14,3282060,37.60163041,-83.83265398,,KY01205,0.0780726745724678,0.1623772233724594,0.18179203569889069,0.1837502270936966,0.1476735770702362,0.03335452452301979,0.07819391787052155,0.06946907192468643,0.0,0.0,0.012605279684066772,0.26316604018211365
15,1091500,43.09355473,-71.65996233,,NH00002,0.2144675850868225,0.3808121979236603,0.3614656925201416,0.348139226436615,0.052900053560733795,0.025902841240167618,0.0,0.27804034948349,0.09424063563346863,0.1767302006483078,0.6432543992996216,0.39334332942962646
16,3282290,37.78452214,-84.10328751,,KY01203,0.015910517424345016,0.2717951536178589,0.22381579875946045,0.15898743271827698,0.04144243523478508,0.0,0.011411840096116066,0.19005738198757172,0.029078684747219086,-0.3093666434288025,0.22749240696430206,0.11252288520336151
18,1315000,43.75577387,-74.275498,,1787,0.0690942332148552,0.5895127654075623,0.07944256067276001,0.01532850880175829,0.051722604781389236,0.33497345447540283,0.7272643446922302,0.48695194721221924,0.5987169742584229,0.5257197022438049,0.761582612991333,0.5608952045440674
19,4108660,42.46480853,-85.74945551,,MI00619,0.6489706635475159,0.6821103692054749,0.5660535097122192,0.5672609806060791,0.6654860377311707,0.6857873797416687,0.7538551092147827,0.7190494537353516,0.6987482309341431,0.510928213596344,0.5442991852760315,0.6925554871559143
20,3284500,37.74576434,-84.58728285,,KY01201,-0.3079186677932739,0.21877048909664154,-0.06476277858018875,0.025532443076372147,0.12934215366840363,0.0,0.0,0.0,3.1039086024975404e-05,0.0,0.0016397424042224884,0.21019576489925385
