site_id,lat,lon,c_stab
1021000,45.1580505,-67.4016571,-998732136448.0
1053500,44.7865982,-71.1249008,0.25844094157218933
1054000,44.4569473,-71.1860657,0.2005256563425064
1054000,44.6330986,-71.2483978,0.2005256563425064
1054000,44.4900017,-71.2201385,0.2005256563425064
1081000,43.5345001,-71.4681015,0.017760278657078743
1091500,43.0185013,-71.5979004,0.1521250158548355
1094000,42.7496986,-71.8367004,-296592244736.0
1094000,42.7669983,-71.8125,-296592244736.0
1094000,42.7687988,-71.8108978,-296592244736.0
1096500,42.6651993,-71.5757751,0.11428450793027878
1100000,42.6481018,-71.3087006,-0.07060907781124115
1100000,42.6418991,-71.3160019,-0.07060907781124115
1100000,42.6441994,-71.3076019,-0.07060907781124115
1105876,41.9171982,-70.6269989,-1733088116736.0
1125100,42.0633011,-71.8806992,-3.7515172958374023
1152500,43.3744011,-72.3468018,0.3789305090904236
1152500,43.3744011,-72.3494034,0.3789305090904236
1162000,42.6791,-72.0477982,-985475252224.0
1166500,42.5894012,-72.3100967,-298270064640.0
1166500,42.5960999,-72.2192001,-298270064640.0
1166500,42.5965004,-72.2205963,-298270064640.0
1172010,42.2136078,-72.6023331,-587652988928.0
1172010,42.1948509,-72.6137924,-587652988928.0
1172010,42.1955986,-72.612999,-587652988928.0
1172010,42.1948967,-72.6043549,-587652988928.0
1327750,43.3049011,-73.6429977,0.2619738280773163
1327750,43.3049011,-73.6429977,0.2619738280773163
1327750,43.2346001,-73.7574005,0.2619738280773163
1327750,43.290699,-73.6661987,0.2619738280773163
1327750,43.2467003,-73.828598,0.2619738280773163
1327750,43.2969017,-73.592598,0.2619738280773163
1347000,43.0372009,-74.8647003,0.1434134691953659
2025500,37.5101013,-79.2658997,0.12390606105327606
2167000,34.1692009,-81.9024963,0.20769357681274414
2335815,33.9681015,-84.3841019,-1677946519552.0
2364500,31.3640003,-86.0935974,0.15713496506214142
3209000,37.2333298,-82.3450012,0.14531338214874268
3287000,37.8311005,-84.7238998,-2578662817792.0
4044724,46.3333015,-86.8499985,-103347888128.0
4062000,46.0200005,-88.2617035,-216096489472.0
4066003,45.7867012,-88.0417023,-356395122688.0
4066003,45.7739983,-87.9889984,-356395122688.0
4066030,45.4799995,-87.803299,-1027476357120.0
4066030,45.5136986,-87.8018036,-1027476357120.0
4069500,45.0466995,-87.7450027,0.031952448189258575
4071765,44.8578987,-88.0535965,-1349861638144.0
4071765,44.8767014,-88.146698,-1349861638144.0
4071765,44.8699989,-88.1433029,-1349861638144.0
4108660,42.5634003,-85.9533005,-1017395412992.0
4113000,42.718399,-84.5607986,-9689724092416.0
4122001,43.4216995,-85.8016968,-482406367232.0
4124200,44.362999,-85.8199997,-572211789824.0
4125550,44.2583008,-85.9383011,-718867595264.0
4136500,44.6609001,-84.1316986,-878547894272.0
4137005,44.5619011,-83.8041992,-996737089536.0
4137500,44.4724998,-83.571701,-1149473914880.0
4137500,44.4850006,-83.6817017,-1149473914880.0
4231600,43.1612015,-77.6137009,-1355993186304.0
4231600,43.1521988,-77.6098022,-1355993186304.0
4232730,42.9149017,-76.7871017,-8246045179904.0
4232730,42.9019127,-76.8623276,-8246045179904.0
4235440,42.9286003,-76.5594025,-44153278464.0
4235440,42.9319992,-76.5851974,-44153278464.0
4249000,43.4432983,-76.495903,-7740209496064.0
4250200,43.5444984,-75.9195023,-53598683136.0
4258000,43.9191017,-75.242897,-4326859210752.0
4258000,43.9017982,-75.1948013,-4326859210752.0
4258000,43.9272995,-75.2886963,-4326859210752.0
4258000,43.9277992,-75.3116989,-4326859210752.0
4258000,43.9275017,-75.3320007,-4326859210752.0
4258000,43.9248009,-75.373497,-4326859210752.0
4258000,43.8995018,-75.0522995,-4326859210752.0
4262000,44.2126999,-75.0370026,-5448442314752.0
4262000,44.2215004,-75.0737991,-5448442314752.0
