,site_id,pv_id,lat,lon,1,2,3,4,5,6,7,8,9,10,11,12
3,3020000,PA00110,41.4750376,-79.44546419,0.116451929,0.115210532,-0.19830741,-0.039575256,-0.155299679,-0.054676052,-0.035986995,0,0,0.210303876,0.014751925,-0.205066694
4,3592000,AL05903,34.39866661,-87.98793911,0.233055693,-0.005455942,0.063061966,0.139750794,0.185836961,-0.141517331,0,0,0,0,0.058890833,-0.179904322
7,6670500,WY01496,42.17066253,-104.6973797,0,0,0,0.038597247,-0.015215677,-0.157743144,0.078869167,0.09106685,0,-0.125745598,0.291602458,0.07542369
8,1184000,CT00583,41.988617,-72.60346926,0.007254561,-0.037341882,-0.278792521,0.091249637,0.192745389,-0.171539543,0,0.051343342,0.101086573,-0.128094559,0.152313262,-0.225868542
10,3400800,KY03061,36.75166341,-83.25657005,-0.018689404,-0.044467759,-0.207267749,0.092615671,0,0,-0.17302904,0,0,-0.033948732,-0.023391341,-0.24038532
11,1342602,NY00953,43.10639,-75.20834,-0.110082713,0.072057673,-0.050931897,-0.135451068,-0.12912175,-0.161854615,0,-0.007936672,-0.283335855,0.006510902,-0.25256306,-0.095112792
12,9419800,NV10153,36.12065721,-114.9102765,0.015545223,0.05827815,0.11895459,0.087928994,0.10410667,0.011010044,0.042179407,0.074680281,0.134214455,0.065829786,0.051008105,0.028281878
14,3282060,KY01205,37.60163041,-83.83265398,-0.052344376,-0.272725401,-0.004332114,-0.255470731,0.189637006,-0.143881031,-0.01165084,-0.026932393,0,0,-0.111850632,-0.068472681
15,1091500,NH00002,43.09355473,-71.65996233,0.147661507,0.010145899,0.038453369,0.091724153,-0.177003015,-0.097404275,0,-0.155362124,0.038907867,0.051149452,-0.262598333,0.118085466
16,3282290,KY01203,37.78452214,-84.10328751,0.111573985,0.001198156,0.193352726,-0.042214531,0.201088801,0,-0.062507117,-0.21391515,-0.107298024,-0.046920328,-0.29661069,-0.150836583
18,1315000,1787,43.75577387,-74.275498,0.021684676,0.1030318,0.183746818,-0.191457567,-0.187545388,0.197660412,-0.023636885,0.148397134,-0.037988069,0.159520561,-0.214924573,0.116647273
19,4108660,MI00619,42.46480853,-85.74945551,-0.069904042,0,0.016469933,-0.084788055,-0.063453574,0.128563831,-0.043996482,-0.076826798,-0.046110417,0.127392647,-0.123533158,-0.083143046
20,3284500,KY01201,37.74576434,-84.58728285,-0.033015672,-0.096216928,0.187565581,-0.082346625,0.004682661,0,0,0,0.242357565,0,-0.068053836,-0.434261899
21,3284230,KY01202,37.84321867,-84.44046271,0.053995927,0.042258768,0.132126633,0.021385009,0.264712276,0,0,-0.263774014,0.07988493,0.04411283,-0.343427112,-0.103234312
25,3321500,KY03002,37.85831301,-87.41062104,0,0.31414091,-0.027720369,0.186839012,0.27589595,0,-0.185407608,-0.065715234,0,0.294757757,-0.030889165,-0.056263252
26,3287250,KY01198,38.05201874,-84.83054111,-0.107913988,-0.338604569,-0.036009327,-0.141014725,0.021341782,0.010802018,-0.100587603,-0.133531682,0,0,-0.13362766,-0.201993049
27,4235600,NY00954,43.059751,-76.83772739,0.049151934,0.129114813,-0.376534582,0.062481373,-0.267379871,-0.173961262,-0.010481597,0.034623794,-0.196831765,-0.028414858,0.360775806,-0.090392289
29,2469761,AL01431,31.75747968,-88.12944571,0.164899905,0.144832822,-0.118737677,-0.176064157,0.242083034,-0.091234969,0.00811027,0,0,0.011561714,-0.21111782,0.140452899
31,10344500,55,39.39009,-120.0955,0.052252908,0.252984562,0.171938973,0.008646463,-0.33552087,0.232702093,0.105975081,0.342972485,-0.162505467,0,0.410364677,0.083503191
32,2243960,FL00156,29.50861709,-81.80572505,-0.032513827,0.22303208,-0.29764507,-0.044973936,-0.174300257,-0.06004295,-0.070701175,-0.39947873,0.055779389,0.330777929,0.184627609,-0.152399975
35,5018000,MT82932,48.8521,-113.4159,0,0,0,0,-0.126831907,0.445029387,0.04676593,0.16219773,0.116988745,0,0,0
36,1123600,1843,42.08194533,-72.05919147,0.149800784,0.053933454,-0.001026434,0.143097616,0.053570064,-0.219906135,0.106298203,0,0,0,0.004934628,0.01727571
40,2467000,AL01430,32.52065708,-87.87883184,-0.208111026,0.189334059,0.32209979,0.210533903,-0.056964553,0,0,0,0,0.032768894,-0.067252423,0.161368268
42,3287000,KY01199,37.92672034,-84.82159285,-0.126661016,-0.344868681,-0.035735675,-0.1622331,0.042956194,-0.002926925,-0.117642079,-0.12227556,0,0,-0.119272103,-0.225297063
43,3282120,KY01204,37.67724554,-83.94808865,0.101377508,-0.051829831,0.233187796,-0.064040039,0.199141114,0,-0.069177687,-0.232287893,-0.111959298,-0.044464162,-0.286308682,-0.10302731
44,1354500,NY00962,42.87811653,-74.04201653,0.069220645,0.207302004,-0.189690668,-0.010792074,-0.020069027,0.008113317,0.031943123,-0.150573949,0.01642265,0.089508997,0.103196714,-0.171282638
45,3090500,OH00032,41.04614954,-81.00249105,-0.094790068,0.266402656,0.116620949,0.082149409,-0.126614762,-0.118873661,-0.156685855,0.028093056,0,0,0.110231572,-0.194385042
