,site_id,pv_id,lat,lon,1,2,3,4,5,6,7,8,9,10,11,12
3,3020000,PA00110,41.4750376,-79.44546419,0.039250113,-0.012177338,0.022384094,0.003159238,0.063267999,-0.059825156,0.040518844,0,0,-0.161204106,-0.052667222,0.078745862
4,3592000,AL05903,34.39866661,-87.98793911,-0.063950164,0.085120936,-0.070020591,-0.008187654,-0.087527233,-0.080236036,0,0,0,0,0.077610907,-0.027914557
7,6670500,WY01496,42.17066253,-104.6973797,0,0,0,0.038260036,-0.005492544,-0.017012898,0.037626927,-0.020807303,0,-0.001436218,-0.048254872,-0.067895672
8,1184000,CT00583,41.988617,-72.60346926,0.034847891,-0.025557469,-0.048626705,0.025239476,-0.103698934,-0.001978303,0,0.080320351,0.052007064,0.008565256,0.030402579,0.074031185
10,3400800,KY03061,36.75166341,-83.25657005,0.008657516,0.001409723,0.061610253,-0.012540961,0,0,-0.003190908,0,0,-0.00692209,-0.020939927,-0.025640351
11,1342602,NY00953,43.10639,-75.20834,0.043606285,-0.025100486,-0.072935986,-0.05512823,0.021604717,-0.077328238,0,0.139557265,0.09583901,-0.113706768,0.046266136,0.027247292
12,9419800,NV10153,36.12065721,-114.9102765,-0.819376347,-0.763910881,-0.740234551,-0.689785735,-0.750457643,-0.764378519,-0.640326251,-0.698688614,-0.647445845,-0.748985886,-0.853112815,-0.796146305
14,3282060,KY01205,37.60163041,-83.83265398,-0.101579645,-0.018840312,0.031296797,-0.055314385,-0.01469005,0.021461493,-0.014245318,-0.054473519,0,0,0.082888699,-0.079943969
15,1091500,NH00002,43.09355473,-71.65996233,0.065273259,-0.056838346,-0.000640304,-0.001674106,-0.149815351,-0.003015712,0,-0.020492899,-0.098428048,-0.122533403,0.033969397,-0.016121239
16,3282290,KY01203,37.78452214,-84.10328751,-0.068188497,-0.054204241,-0.01119658,-0.030917256,-0.043334874,0,-0.016522538,0.093969046,0.075827624,0.111640087,0.008593862,-0.112995653
18,1315000,1787,43.75577387,-74.275498,-0.037638636,0.12384021,-0.022418149,0.073841415,-0.04136911,0.20838344,0.049164409,0.05708294,0.086671298,-0.08208912,-0.035771245,-0.037239125
